MSSubClass,MSZoning,LotArea,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,SalePrice
120,RL,7301,6,2007,2008,1350,
60,RL,8220,5,2000,2001,982,
60,RL,7750,5,2002,2002,707,
60,RL,12460,5,1999,2000,1037,
60,RL,8390,5,1999,1999,831,
75,RL,9660,5,1997,1997,1173,
60,RL,11000,5,2000,2000,1519,
20,RL,11675,5,1998,1998,1982,
60,RL,10990,5,1996,1997,1064,
60,RL,11929,7,1995,1995,1242,
60,RL,10010,5,1993,1994,1080,
20,RL,13253,5,2006,2006,1578,
60,RL,9801,5,2007,2007,1341,
60,RL,9428,5,2007,2008,955,
20,RL,10037,5,2006,2007,1460,
20,FV,8640,5,2007,2008,1363,
20,FV,10625,5,2007,2007,1660,
20,FV,7500,5,2007,2008,1218,
60,RL,10110,5,2003,2003,835,
60,RL,12774,5,2003,2004,835,
20,RL,13072,5,2005,2006,1175,
20,RL,9260,5,2007,2007,1162,
60,RL,8453,5,1995,1995,754,
60,RL,8480,5,1993,1994,886,
60,RL,14565,5,1994,1995,832,
60,RL,8450,5,2001,2001,827,
60,RL,8285,5,1992,1992,836,
20,RL,9100,5,1963,1963,984,
20,RL,8100,8,1961,2007,864,
190,RL,8450,5,1968,1968,890,
20,RL,6360,5,1963,1963,864,
20,RL,19508,5,1974,1974,1430,
50,RL,10759,4,1972,1972,1001,
60,RL,9205,5,1990,1991,930,
60,RL,11025,5,1993,1994,1848,
120,FV,3435,5,2004,2005,1235,
160,FV,3180,5,2005,2005,600,
160,FV,3180,5,2007,2007,689,
160,FV,2280,5,1999,1999,744,
120,FV,4765,5,2000,2000,1614,
120,FV,4538,5,2001,2001,1310,
120,FV,4385,5,2001,2001,1419,
120,FV,4109,5,1999,2000,1557,
160,FV,2160,5,1999,2000,672,
60,FV,10646,5,2001,2001,858,
160,FV,2645,5,1999,1999,960,
160,FV,2645,5,1999,2000,960,
160,FV,3951,5,1998,1999,970,
120,RL,11064,5,1995,1995,1230,
60,RL,24572,3,1977,1977,994,
20,RL,16280,9,1976,2007,1426,
60,FV,7500,5,2002,2002,952,
80,RL,11104,6,1969,1969,1427,
20,RL,11050,5,1968,1968,1740,
20,RL,15387,7,1967,1967,1620,
90,RL,9750,6,1965,1965,1625,
60,RL,8814,6,1968,1968,732,
20,RL,8125,7,1965,2005,912,
90,RL,11072,5,1965,1965,1728,
60,RL,13355,6,1971,1971,825,
20,RL,7785,5,1956,1956,0,
20,RL,9900,5,1961,1961,1114,
20,RL,11332,7,1960,2000,1118,
70,RL,4882,7,1937,1950,348,
20,RL,9600,6,1960,1960,1296,
20,RL,9600,8,1950,2006,572,
20,RL,7584,5,1953,1953,1036,
60,RL,14670,7,1966,1999,1104,
20,RL,8856,4,1957,1957,1176,
20,RL,9840,7,1959,1998,1248,
20,RL,13200,6,1958,1958,1395,
20,RL,10425,5,1956,1958,1104,
20,RL,11556,6,1952,1952,720,
20,RL,9373,6,1953,1953,1152,
20,RL,12774,5,1953,1953,984,
20,RL,14250,5,1957,1957,998,
20,RL,8838,3,1957,1982,0,
90,RL,12436,5,1957,1957,1824,
20,RL,10122,6,1948,1950,0,
50,RL,7506,8,1925,1950,747,
30,RL,5400,7,1940,2005,672,
50,RL,10836,5,1922,1950,892,
20,RL,10180,6,1968,1968,912,
20,RL,11355,7,1958,2001,1312,
20,RL,12929,6,1960,1993,1081,
20,RL,7200,7,1951,1951,876,
20,RL,8000,6,1959,1959,1256,
20,RL,8000,5,1962,1962,1027,
50,RL,8064,6,1948,1950,768,
45,RL,6390,7,1954,1954,936,
50,RL,7200,5,1954,1954,854,
90,RL,8513,5,1961,1961,1800,
50,RL,7200,6,1955,1967,768,
20,RL,7200,7,1954,1954,825,
20,RL,7590,5,1963,1963,1117,
20,RM,9836,5,2008,2008,192,
50,RM,9184,7,1948,2005,780,
70,RM,4800,5,1910,2003,680,
30,RM,4800,4,1940,1950,672,
75,RM,6000,7,1915,2005,728,
190,RM,11426,6,1910,1996,828,
50,RM,7628,6,1940,1985,801,
50,RM,7308,5,1920,1950,936,
30,RM,5400,6,1920,2006,931,
190,RM,10800,6,1940,1950,884,
30,RM,6756,6,1910,1950,481,
50,RM,5914,9,1890,1996,684,
50,RM,9000,6,1946,1950,904,
20,RM,7311,5,1946,1950,407,
20,RM,12205,1,1949,1992,448,
190,RM,9142,5,1900,2006,797,
75,RM,5350,8,1920,1965,624,
50,RM,9143,7,1900,2003,346,
190,RM,9600,5,1920,1960,973,
70,RM,6000,9,1905,2005,572,
70,RM,11340,1,1920,1950,723,
70,RM,10800,7,1890,1999,1313,
20,RM,9750,6,1959,1959,984,
20,RM,8516,6,1958,2006,869,
30,RL,7111,7,1928,1983,1008,
50,RM,7425,7,1945,1950,672,
50,RL,7010,5,1935,1950,1024,
50,RM,5000,7,1941,2006,672,
70,RM,5870,9,1900,2000,554,
50,RM,6000,7,1940,1989,981,
30,RM,6000,7,1924,2003,949,
50,RM,6000,7,1937,2000,825,
50,RM,6000,5,1939,1950,739,
45,RM,5000,7,1926,1950,992,
50,RM,5520,7,1920,1997,565,
20,RM,5940,7,1946,1950,,
50,RM,6240,7,1929,1950,704,
30,RM,6120,6,1945,1995,0,
50,RM,6240,5,1939,1950,989,
70,RM,6120,5,1923,1950,1100,
50,RL,9144,4,1915,2004,810,
60,RM,8094,8,1910,1983,1242,
50,RM,4347,8,1910,1950,796,
30,RM,6291,6,1930,1950,768,
70,RM,10266,6,1952,1952,768,
50,RM,6876,6,1938,1958,1272,
50,RM,10320,6,1915,1978,880,
30,RM,7200,7,1925,1992,1040,
50,RM,7006,6,1925,1950,768,
30,RM,10320,8,1912,1991,451,
190,RM,10320,3,1915,1950,536,
20,RL,9488,6,1947,1993,1046,
85,RL,11235,6,1963,1963,981,
80,RL,13014,5,1978,1978,1008,
20,RL,10265,7,1967,2005,992,
85,RL,7703,8,1978,1978,450,
20,RL,9981,5,1967,1967,1073,
85,RL,7400,5,1984,1984,1060,
190,RL,12900,4,1920,1950,1300,
20,RL,9239,8,1963,2003,960,
20,RL,14175,8,1956,1956,988,
190,RL,10532,3,1960,1960,988,
50,RL,8375,7,1941,1973,576,
80,RL,10200,8,1970,1970,864,
20,RL,20270,6,1979,1979,1524,
50,RL,5190,5,1948,1950,570,
30,RL,19550,7,1940,2007,1580,
20,RL,9571,6,1956,1956,1509,
90,RL,9350,5,1975,1975,864,
60,RL,9360,8,1962,2001,621,
60,RL,9771,5,1995,2002,1077,
20,RL,9938,5,1994,1994,1602,
60,RL,14171,5,1993,1994,812,
80,RL,10541,5,1996,1996,672,
60,RL,10616,5,2007,2007,628,
20,RL,9345,5,2007,2007,1615,
20,RL,11778,5,2008,2008,2271,
20,RL,11778,5,2008,2008,1751,
80,RL,11454,5,1995,1995,1401,
20,RL,11500,6,1966,1966,1182,
20,RL,9750,7,1994,1994,990,
20,RL,8696,5,1997,1998,1418,
60,RL,13142,5,1997,1997,864,
60,RL,8998,5,2000,2000,782,
60,RL,12192,5,2000,2001,928,
20,RL,12250,6,1978,1978,864,
20,RL,9216,6,1975,1975,1076,
20,RL,14330,6,1975,2001,864,
60,RL,10400,5,2001,2001,1257,
60,RL,9720,5,2001,2002,1357,
20,RL,14860,5,2002,2003,1778,
60,RL,10905,5,2003,2003,1129,
60,RL,11690,5,1999,2000,850,
120,RM,4426,5,2004,2004,848,
90,RM,10126,5,1997,1998,1838,
20,RL,9750,5,2004,2004,1445,
20,RL,11058,6,2007,2007,1564,
20,RL,9627,5,2007,2007,1351,
20,RL,9825,5,1966,1966,1092,
85,RL,12102,5,1976,1976,456,
20,RL,6500,6,1976,1976,1127,
80,RL,9638,6,1977,1977,1029,
60,RL,7200,7,1976,2001,684,
20,RL,47007,7,1959,1996,0,
90,RL,6012,5,1955,1955,0,
90,RL,6845,5,1955,1955,0,
190,RL,6931,5,1955,1955,784,
50,RL,12180,7,1938,2007,585,
50,RL,8050,8,1947,1993,0,
20,RL,9520,5,1953,1953,911,
80,RL,7692,6,1954,1954,416,
30,RL,5142,7,1923,2008,949,
30,RL,7290,8,1921,1950,1228,
90,RL,7804,7,1930,1950,960,
70,RL,8969,6,1926,1950,644,
50,RL,15564,6,1914,1995,676,
70,RL,7609,9,1925,1997,798,
70,RL,9650,3,1923,1950,784,
50,RL,11700,6,1937,1995,942,
50,RL,9260,4,1938,1950,884,
20,RL,7801,5,1951,1951,1091,
70,RL,9670,6,1935,1950,608,
50,RL,12392,9,1950,2000,832,
20,RL,26073,5,1956,1956,1898,
160,RM,1879,6,1980,1980,516,
30,RM,7000,8,1926,1998,894,
50,RM,6000,8,1940,2006,720,
50,RM,8155,7,1930,1950,780,
80,RM,6000,5,1967,1967,624,
30,RM,7392,7,1930,1995,520,
50,RM,9000,5,1958,1958,1151,
20,,14584,5,1952,1952,0,
70,C (all),5280,7,1895,1950,173,
50,C (all),5150,7,1910,2000,356,
70,C (all),9000,6,1920,1950,592,
120,RM,3843,5,2007,2008,1596,
120,RM,3811,5,2004,2005,1594,
20,RL,23730,5,1996,1997,1840,
60,RL,11050,5,1996,1997,910,
90,RL,10260,4,1976,1976,0,
20,RL,9990,5,1991,1991,1680,
120,RL,4084,6,1986,1986,1277,
20,RL,11563,5,2006,2007,1518,
60,RL,12852,5,2007,2007,920,
80,RL,9802,5,2006,2007,352,
60,RL,12018,5,2008,2008,796,
20,RL,12890,5,1989,1989,1495,
20,RL,18265,5,1986,1986,1256,
20,RL,11202,5,2003,2003,1432,
20,RL,7915,5,1999,2000,1666,
20,RL,11449,5,2007,2007,1884,
20,RL,11447,5,2005,2006,1964,
90,RM,8940,5,1997,1998,1344,
20,RL,9278,5,2007,2008,1092,
120,RM,4500,5,1997,1997,1189,
85,RL,14137,5,1964,1964,1200,
120,RM,4224,6,1975,1975,1040,
160,RM,2665,7,1976,1976,550,
180,RM,1974,7,1973,2006,526,
180,RM,1596,6,1973,1973,462,
20,RL,17979,6,1968,1968,1113,
160,RM,1477,9,1970,2007,546,
20,RL,6490,7,1983,1983,816,
20,RL,6600,6,1982,2005,845,
20,RL,12395,6,1984,1984,864,
70,,56600,1,1900,1950,686,
20,RL,10667,6,1971,1971,1587,
80,RL,8872,5,1997,1997,384,
80,RL,10147,5,1994,1994,392,
60,RL,8637,5,1999,2000,923,
60,RL,7875,5,1996,1996,691,
60,RL,7500,5,1999,2003,938,
20,RL,9556,5,1992,1993,1168,
60,RL,7655,5,1993,1994,903,
20,RL,18160,6,1964,1964,1302,
120,RL,4740,5,1988,1988,1166,
120,RL,5118,5,1990,1990,1312,
60,RL,12328,5,2005,2005,1149,
20,RL,51974,5,2006,2007,2660,
190,RL,41600,5,1969,1990,1100,
120,RL,8035,5,2006,2006,1612,
20,RL,14082,5,2006,2006,2220,
20,RL,13870,5,2006,2007,1742,
20,RL,10960,5,1984,1984,1284,
60,RL,12090,7,1981,2003,725,
20,RL,12299,6,1978,1985,1529,
60,RL,11339,5,1979,1979,780,
20,RL,11850,6,1984,1984,1153,
20,RL,10400,5,1979,1999,1259,
20,RL,13001,5,1971,1971,1625,
80,RL,8991,6,1976,1976,1228,
60,RL,8000,6,1974,1974,1084,
20,RL,9457,6,1970,1990,925,
20,RL,7920,5,1970,2002,914,
20,RL,17199,7,1961,1961,914,
120,RH,4113,5,2001,2001,1337,
120,RH,10943,5,1997,1998,1405,
160,RM,2205,6,1973,1973,525,
160,RM,2058,5,1973,1973,672,
120,RL,2304,7,1978,1978,1061,
20,RL,7150,6,1966,1966,988,
20,RL,12469,5,2006,2007,1790,
20,RL,11825,5,2006,2007,1694,
20,RL,14333,5,2007,2007,2108,
60,RL,13641,5,2007,2007,1934,
60,RL,13440,5,2006,2007,1108,
20,RL,15431,5,2005,2006,1994,
20,RL,13891,5,2007,2007,2552,
60,RL,13654,5,2005,2006,1704,
20,RL,17169,5,2007,2007,2320,
60,RL,16659,5,2007,2008,1582,
60,RL,9709,5,2007,2007,918,
20,RL,13615,5,2006,2006,1802,
60,RL,13069,5,2004,2004,1706,
60,RL,14277,5,2003,2003,1317,
60,RL,12568,5,2007,2007,895,
20,RL,9926,5,2005,2006,1614,
20,RL,9254,5,2005,2005,1721,
60,RL,10732,5,2006,2007,1298,
120,RL,3901,5,2005,2006,1302,
120,RL,3903,5,2005,2006,1302,
120,RL,6289,5,2005,2006,1362,
120,RL,4590,5,2006,2006,1554,
120,RL,7841,5,2005,2005,1577,
120,RL,6240,5,2006,2006,1324,
120,RL,3242,5,2003,2003,1405,
60,RL,15810,5,2007,2007,768,
60,RL,10237,5,2005,2006,768,
60,RL,13204,5,2006,2007,608,
60,RL,8857,5,2006,2006,738,
60,RL,9729,5,2006,2007,698,
20,RL,12216,5,2005,2005,1326,
60,RL,8229,5,2007,2007,752,
60,RL,7713,5,2007,2007,728,
20,RL,7697,6,2007,2007,1246,
120,RL,3621,5,2003,2003,1406,
20,RL,3710,5,2007,2007,1266,
80,RL,16219,5,2004,2005,835,
80,RL,11084,5,2004,2004,384,
20,RL,10936,5,2006,2006,1510,
80,RL,11950,5,2003,2003,384,
60,RL,7875,5,2003,2003,847,
60,RL,8740,5,2002,2002,854,
60,RL,9487,5,2000,2000,915,
60,RL,9649,5,1999,2000,941,
60,RL,12191,5,1997,1998,1779,
60,RL,10557,5,1998,1998,1408,
60,RL,11002,5,1998,1999,1389,
60,RL,10790,5,1998,1998,1066,
60,RL,11762,5,1992,1993,1105,
60,RL,9044,5,1996,1997,1325,
20,RL,9910,6,2007,2007,1369,
20,RL,11830,5,2007,2007,1542,
20,RL,10612,5,2006,2006,1524,
20,RL,12291,5,2007,2007,1966,
20,RL,9965,5,2007,2007,1528,
20,RL,8847,5,2005,2005,1538,
20,RL,8251,5,2005,2006,1494,
60,RL,9605,5,2006,2006,982,
60,RL,8778,5,2006,2006,1302,
20,FV,8640,5,2007,2007,1338,
20,FV,9000,5,2006,2007,1335,
60,FV,8640,5,2007,2007,896,
60,FV,10411,5,2007,2007,725,
60,FV,12217,5,2007,2007,955,
20,FV,10440,5,2007,2007,1574,
20,FV,11824,5,2006,2006,1685,
60,FV,10625,5,2004,2004,1158,
20,RL,7500,5,2006,2007,1100,
20,RL,7500,5,2006,2006,1143,
20,RL,12450,5,2003,2004,1094,
20,RL,7441,5,2006,2006,1461,
60,RL,11613,5,1993,1997,864,
160,RL,8012,5,1980,1980,630,
20,RL,6285,5,1977,1977,894,
20,RL,7476,7,1968,1968,1040,
60,RL,19522,5,1990,1990,1223,
20,RL,10751,5,1974,1974,1037,
20,RL,12712,7,1973,2006,1044,
120,FV,4379,5,2004,2004,1378,
120,FV,3523,5,2006,2007,1141,
120,FV,3784,5,2006,2007,1511,
120,FV,3606,5,2006,2007,1352,
120,FV,5330,5,2006,2007,1550,
160,FV,2280,5,1999,1999,744,
160,FV,2117,5,2000,2000,756,
20,FV,7321,5,1999,2000,1339,
60,FV,8010,5,2003,2004,1054,
60,FV,8413,5,1998,1998,1220,
120,RL,9466,5,1994,1995,1494,
20,RL,12000,6,1980,1980,2002,
20,RL,17778,5,1981,1981,2461,
20,RL,11700,6,1968,1968,912,
60,RL,8000,6,1970,1970,1008,
85,RL,8723,6,1969,1969,973,
20,RL,11700,5,1968,1968,1295,
20,RL,11358,7,1972,1987,1124,
20,RL,9547,6,1993,1993,1594,
60,RL,10530,6,1993,1993,1148,
20,RL,10738,7,1966,1966,1093,
20,RL,10800,5,1963,1963,1052,
20,RL,8050,6,1967,1993,949,
90,RL,10899,5,1964,1964,0,
20,RL,7450,5,1956,1956,894,
20,RL,14357,5,1961,1961,864,
20,RL,8243,7,1961,1961,964,
20,RL,8680,7,1960,1960,894,
20,RL,8800,6,1966,1966,1174,
80,RL,9200,5,1965,1965,1042,
60,RL,8800,7,1964,1997,845,
20,RL,11382,5,1964,1964,1130,
20,RL,22002,7,1959,1991,1592,
45,RL,12172,7,1940,1996,822,
20,RL,5000,3,1946,1950,666,
50,RL,3500,5,1945,1950,370,
20,RL,5175,8,1958,2000,808,
20,RL,9600,6,1955,1955,1078,
90,RL,8668,5,1968,1968,1560,
85,RL,10050,6,1966,1966,793,
80,RL,9600,5,1961,1961,1218,
20,RL,8760,7,1957,1999,936,
20,RL,6860,6,1956,1956,1008,
20,RL,8250,7,1963,1963,1053,
20,RL,9100,5,1960,1960,1144,
20,RL,9736,6,1957,1969,1331,
20,RL,9770,5,1957,1957,922,
20,RL,12198,6,1955,1975,1204,
20,RL,10050,5,1955,1955,1216,
20,RL,11556,9,1953,2006,864,
90,RL,8078,5,1958,1958,1560,
20,RL,10950,6,1952,1952,948,
20,RL,7942,7,1953,1953,1040,
20,RL,8540,8,1956,2003,925,
50,RL,7150,4,1955,1955,1190,
20,RL,8400,5,1955,1955,923,
20,RL,9532,6,1953,1953,1105,
20,RL,15783,5,1952,1952,924,
50,RL,14190,7,1890,2006,925,
50,RL,12099,6,1953,2004,1216,
70,RL,21281,4,1935,2007,666,
50,RL,10284,7,1925,1993,1151,
70,RL,10800,9,1895,1999,736,
80,RL,10090,5,1963,1999,725,
20,RL,8700,7,1961,1961,920,
20,RL,8300,6,1968,1968,952,
20,RL,7200,3,1950,1950,864,
20,RL,7500,7,1959,2003,1040,
20,RL,7315,6,1958,1958,1170,
20,RL,7903,5,1960,1960,1242,
20,RL,8000,5,1960,1960,1377,
20,RL,7000,6,1961,1961,0,
20,RL,6600,5,1962,1962,864,
85,RL,6760,5,1962,1962,896,
30,RM,6978,7,1926,1980,850,
50,RM,6000,6,1927,1950,845,
30,RM,4480,5,1922,1950,1022,
30,RM,3153,6,1920,1990,967,
30,RM,7200,8,1940,1950,808,
50,RM,9000,8,1900,2006,680,
50,RM,5925,6,1900,1950,570,
70,RM,9639,8,1900,1950,1075,
70,RM,10337,9,1910,1999,725,
70,RM,9863,6,1927,1950,728,
70,RM,4571,7,1910,1950,616,
50,RM,8398,8,1910,1990,926,
70,RM,3600,7,1930,2005,687,
75,RM,13500,8,1879,1987,819,
20,RM,8626,6,1956,1956,0,
80,RM,11800,7,1949,2002,0,
40,RL,6854,7,1925,1994,756,
50,RM,8674,6,1950,1950,910,
50,RM,6125,7,1939,1998,728,
70,RM,6000,6,1939,1950,600,
45,RM,6120,7,1939,1950,884,
50,RM,6240,5,1938,1950,861,
50,RM,6240,8,1939,1952,672,
50,RM,6240,7,1930,1992,966,
50,RM,6120,6,1926,1950,756,
70,RM,7755,8,1918,1995,1100,
50,RL,8850,7,1920,1950,768,
50,RL,8550,5,1926,1950,750,
70,RM,5700,6,1929,1990,672,
45,RM,5680,4,1901,1950,592,
50,RM,5680,3,1901,1950,969,
80,RM,13200,6,1963,1963,741,
60,RM,9780,9,1950,2005,976,
50,RM,10320,5,1915,1950,1138,
190,RM,4330,6,1958,1958,808,
50,RM,10320,1,1910,1950,771,
70,RL,12888,8,1937,1980,1005,
190,RL,4484,6,1942,1979,672,
190,RL,11235,5,1963,1963,925,
85,RL,11235,5,1964,1980,1420,
20,RL,14299,3,1964,1964,1005,
80,RL,14149,8,1964,2001,980,
20,RL,11677,4,1966,1966,1040,
190,RL,8425,6,1971,1990,768,
20,RL,8665,5,1968,1968,876,
20,RL,8398,5,1967,1967,943,
20,RL,8169,7,1966,1966,912,
20,RL,14175,5,1956,1998,1240,
60,RL,16779,4,1920,1996,671,
50,RL,6960,8,1940,1998,680,
20,RL,11375,5,1954,1995,967,
20,RL,13770,6,1958,1998,1158,
20,RL,9000,7,1945,1950,0,
20,RL,11075,5,1984,1984,1190,
20,RL,17541,7,1948,2005,409,
20,RL,22692,5,1953,1953,1073,
20,RL,17808,5,1946,1950,484,
20,RL,12671,7,1954,1994,1288,
50,RL,10512,6,1954,1954,988,
20,RL,5400,5,1958,1958,864,
30,RL,11515,5,1958,1994,0,
120,RL,3869,6,1984,1984,1038,
20,RL,9280,6,1951,1951,1342,
50,RL,11100,6,1951,1994,1080,
50,RL,7550,5,1920,1950,951,
50,RL,23920,5,1984,1984,1105,
60,RL,9317,5,1994,2001,779,
20,RL,9178,5,2007,2007,1643,
20,RL,10481,5,2006,2007,2140,
20,RL,10235,5,2007,2007,1643,
20,RL,11750,5,2005,2006,1546,
20,RL,8760,5,2006,2006,1489,
20,RL,7242,5,2005,2006,1270,
60,RL,9316,5,2005,2006,879,
60,RL,8883,5,1988,1988,929,
20,RL,20064,6,1976,1976,966,
20,RL,14217,5,1994,1994,1022,
60,RL,10021,6,1997,2006,635,
20,RL,8428,7,1994,1994,990,
20,RL,16561,5,1996,1996,1097,
60,RL,10820,5,1999,1999,988,
60,RL,12352,5,1998,1999,853,
60,RL,9543,5,2001,2001,845,
60,RL,8826,5,2000,2000,985,
20,RL,11800,5,1974,1974,864,
80,RL,8660,5,1976,1976,1015,
80,RL,9720,7,1977,1977,995,
20,RL,8982,5,1977,1977,1040,
20,RL,16300,4,1977,1977,876,
20,RL,9675,6,1975,1975,864,
20,RL,7200,5,1972,2000,864,
20,RL,7200,8,1972,2006,385,
20,RL,11354,5,2000,2000,1673,
60,RL,8749,5,2003,2003,979,
60,RL,8158,5,2002,2002,860,
20,RL,11927,5,1994,1995,1556,
60,RL,12728,5,2001,2001,1531,
60,RL,15295,5,1996,2002,860,
20,RL,17227,5,1999,2000,1341,
60,RL,8145,5,2007,2007,738,
20,RL,8769,5,2005,2005,1169,
20,RL,8334,5,2006,2007,1330,
60,RL,8333,5,2006,2006,738,
60,RL,9045,5,2005,2005,768,
85,RL,9825,5,1967,1967,936,
20,RL,8308,6,1963,1963,1088,
50,RL,16287,6,1925,1950,901,
20,RL,8240,6,1960,1960,1179,
80,RL,6285,6,1976,1976,960,
90,RL,9555,6,1979,1979,0,
60,RL,7023,5,2005,2006,734,
20,RL,39290,5,2008,2009,5095,
180,RM,3675,5,2005,2005,547,
20,RL,6400,7,1959,2000,960,
90,RL,6882,3,1955,1955,0,
90,RL,8741,6,1946,1950,1195,
40,RL,10042,8,1920,1995,660,
20,RL,8172,5,1955,1955,768,
20,RL,8172,5,1955,1955,864,
90,RL,10890,6,1923,1950,1296,
30,RL,7223,5,1926,1950,1290,
50,RL,6821,7,1921,2005,651,
70,RL,4000,8,1930,1995,531,
70,RL,6720,7,1921,1950,585,
70,RL,7155,8,1926,1991,686,
70,RL,7230,7,1927,1992,851,
20,RL,13108,5,1951,1951,0,
50,RL,7810,6,1930,2003,930,
190,RL,6221,5,1941,1950,728,
20,RL,25485,4,1960,1960,1560,
20,RL,21579,6,1968,1968,1488,
160,RM,1782,6,1980,1980,516,
20,RL,17871,5,1995,1996,1680,
120,RM,3907,5,1988,1988,1004,
20,RL,20693,5,1971,1971,1696,
20,RL,18044,5,1986,1986,279,
50,RM,7000,7,1940,1950,720,
50,RM,7288,7,1925,2003,936,
70,RM,9060,6,1923,1999,859,
30,RM,3672,7,1922,1950,816,
50,RM,11067,4,1939,1950,0,
190,C (all),8250,6,1895,2006,957,
20,C (all),6565,6,1957,1980,1073,
30,C (all),6060,9,1930,2007,837,
120,RM,5568,5,2006,2007,1573,
85,RL,12150,6,1979,1979,1001,
20,RL,10000,5,2002,2002,1441,
20,RL,12864,5,2002,2002,1409,
20,RL,9928,5,1991,1992,1454,
80,RL,8750,6,1975,1975,852,
85,RL,8410,6,1974,1974,970,
120,RL,4054,6,1987,1987,1501,
20,RL,19958,8,1958,1995,585,
20,RL,8368,5,2006,2007,1689,
20,RL,8298,5,2006,2007,1546,
20,RL,10331,7,1985,1985,1265,
20,RL,6718,5,2001,2001,1267,
20,RL,11305,5,2002,2002,1922,
20,RL,7777,5,1996,1996,1491,
60,RL,11800,5,2003,2004,1122,
20,RL,12633,5,2006,2007,1824,
20,RL,43500,5,1953,1953,0,
120,RM,6710,5,1996,1997,920,
160,RM,1504,4,1972,1972,546,
180,RM,1533,5,1970,1970,530,
160,RM,1495,6,1970,1970,546,
160,RM,1890,3,1976,1976,546,
85,RL,9129,5,1977,1977,923,
80,RL,15957,6,1977,1977,1244,
20,RL,33983,6,1977,1994,1160,
60,RL,8286,7,1977,1977,716,
85,RL,6723,7,1971,1971,796,
20,RL,27697,3,1961,1961,1396,
20,RL,11000,6,1976,2003,1090,
20,RL,11625,7,1983,1983,816,
20,RL,10447,6,1984,1984,864,
20,RL,11027,5,1954,1954,1178,
20,RL,10533,6,1956,1956,1008,
20,RL,11765,5,1957,1957,1617,
20,RL,39384,6,1957,1957,1705,
20,RL,11727,6,1969,1969,1851,
60,RL,8238,5,1997,1998,813,
60,RL,13041,5,1995,1995,781,
60,RL,9783,5,1996,1996,821,
60,RL,13128,5,2005,2005,1074,
60,RL,13751,5,2005,2006,1700,
160,RL,13108,5,1994,1994,2062,
20,RL,8076,6,1993,1994,1160,
120,RL,3701,5,1987,1987,1191,
60,RL,16023,5,2005,2006,1398,
60,RL,18062,5,2006,2006,1528,
60,RL,12292,5,2006,2006,1094,
60,RL,16052,5,2006,2006,1850,
60,RL,15922,5,2005,2006,1390,
120,RL,8147,5,2005,2005,1714,
20,RL,18261,5,2005,2005,1910,
85,RL,10464,6,1980,1980,988,
60,RL,10530,5,1978,1978,945,
85,RL,9927,5,1976,1976,1047,
60,FV,9512,5,2005,2006,960,
80,RL,10530,6,1975,2000,675,
20,RL,10000,6,1974,1974,1103,
20,RL,7200,4,1971,1971,864,
120,RH,8773,5,2002,2002,1487,
160,RM,2760,5,1973,1973,525,
160,RM,2160,6,1973,1973,765,
160,RM,1890,7,1972,1972,494,
160,RM,1680,5,1972,1972,483,
160,RM,1680,5,1972,1972,525,
120,RL,4043,5,1975,1975,1069,
20,RL,7514,7,1967,1975,943,
120,RL,2280,7,1976,1976,1055,
160,RL,2179,5,1976,1976,855,
60,RL,16387,5,2006,2006,1738,
20,RL,16163,5,2004,2004,1618,
20,RL,12228,5,2006,2006,1721,
20,RL,14780,5,2005,2005,1868,
60,RL,13975,5,2005,2006,1090,
60,RL,9942,5,2005,2006,1606,
60,RL,12867,5,2005,2006,1209,
60,RL,10672,5,2006,2006,1054,
60,RL,11643,5,2005,2006,1524,
20,RL,13758,5,2005,2006,1792,
20,RL,14828,5,2004,2005,1780,
60,RL,13215,5,2004,2004,1420,
120,RL,5911,5,2005,2005,1560,
20,RL,7740,5,2006,2006,1686,
120,RL,6373,5,2006,2006,1666,
60,RL,10237,5,2005,2006,728,
60,RL,10237,5,2006,2006,738,
20,RL,11660,5,2006,2006,1326,
60,RL,11631,5,2004,2005,1052,
60,RL,9073,5,2006,2006,738,
120,RL,3087,5,2006,2006,1220,
120,RL,2938,5,2002,2002,1368,
120,RM,3072,5,2004,2004,1365,
120,RL,3010,5,2005,2006,1142,
60,RL,9171,5,2004,2005,848,
60,RL,8658,5,2000,2000,982,
60,RL,12104,5,2006,2006,1035,
60,RL,9660,5,1998,1998,1044,
60,RL,9545,5,2000,2000,1160,
60,RL,9233,5,2000,2000,1540,
60,RL,10019,5,1995,1995,1342,
60,RL,17242,5,1993,1994,1733,
60,RL,10236,5,1994,1995,1290,
60,RL,12585,5,1993,1993,1286,
60,RL,12447,5,2005,2006,1100,
20,RL,15218,5,2006,2006,1670,
20,RL,10936,5,2006,2006,1504,
20,FV,8640,5,2006,2006,1278,
60,FV,13162,5,2006,2006,2036,
60,FV,8125,5,2005,2005,858,
20,RL,7733,5,2005,2005,1142,
20,RL,11024,5,2005,2006,1400,
20,RL,13072,5,2005,2006,1131,
60,RL,7800,5,2005,2005,891,
60,RL,7632,5,2005,2005,784,
60,RL,8304,5,1997,1998,941,
60,RL,9370,5,1992,1993,836,
120,RL,7175,5,1990,1991,1398,
120,RL,7175,5,1991,1991,1217,
60,RL,9019,5,1994,1994,636,
20,RL,9100,4,1962,1962,988,
90,RM,8927,6,1977,1977,0,
20,RL,9240,6,1962,2002,864,
20,RL,9308,5,1965,1965,984,
